Revision	EventDate-Long	Total TD Mapped To Methods	TDdensity	Contribution of NEW	Contribution of DELETED	Contribution of MODIFIED	Has Refactorings
8db09681097832129e72aac943d55f917b953814	1382582463000	1294	0.5311986864	0.02665861271	0.001323502886	-0.005008537445	Yes, Refactoring Type: [RENAME_CLASS, RENAME_CLASS, CHANGE_ATTRIBUTE_TYPE, CHANGE_VARIABLE_TYPE, EXTRACT_OPERATION, RENAME_VARIABLE, EXTRACT_OPERATION, CHANGE_RETURN_TYPE, CHANGE_ATTRIBUTE_TYPE, RENAME_METHOD, RENAME_METHOD, CHANGE_VARIABLE_TYPE, ADD_PARAMETER, EXTRACT_OPERATION], Involved Classes After: [[(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/result/AbstractResult.java,com.nflabs.zeppelin.result.AbstractResult)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/result/Result.java,com.nflabs.zeppelin.result.Result)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/ZQLSession.java,com.nflabs.zeppelin.server.ZQLSession)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/ZQLSession.java,com.nflabs.zeppelin.server.ZQLSession)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/L.java,com.nflabs.zeppelin.zengine.L)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/L.java,com.nflabs.zeppelin.zengine.L)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Q.java,com.nflabs.zeppelin.zengine.Q)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/ZTest.java,com.nflabs.zeppelin.zengine.ZTest)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/result/Result.java,com.nflabs.zeppelin.result.Result)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Q.java,com.nflabs.zeppelin.zengine.Q)]]
5fdfcb30ac69343d699fae9f58876511aba7e051	1382588337000	1354	0.549512987	0.01739830428		0.0009159963664	Yes, Refactoring Type: [REPLACE_VARIABLE_WITH_ATTRIBUTE], Involved Classes After: [[(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/ZQLSession.java,com.nflabs.zeppelin.server.ZQLSession)]]
a6346843078c9add336f198beb21bb00c886b26f	1382597359000	1396	0.5483110762	-0.007140105657	0.1891667729	-0.1832285781	Yes, Refactoring Type: [RENAME_METHOD, RENAME_PARAMETER, RENAME_ATTRIBUTE, RENAME_ATTRIBUTE], Involved Classes After: [[(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/ZContext.java,com.nflabs.zeppelin.zengine.ZContext)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/ZContext.java,com.nflabs.zeppelin.zengine.ZContext)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/ZContext.java,com.nflabs.zeppelin.zengine.ZContext)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Q.java,com.nflabs.zeppelin.zengine.Q)]]
c30890239c613546047bd0d06c6ea17105bf260f	1382616036000	1501	0.7646459501	-0.002785480262		0.2191203541	Yes, Refactoring Type: [RENAME_METHOD, RENAME_METHOD, RENAME_METHOD, CHANGE_PARAMETER_TYPE, RENAME_ATTRIBUTE, PULL_UP_OPERATION, RENAME_METHOD], Involved Classes After: [[(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/L.java,com.nflabs.zeppelin.zengine.L)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Q.java,com.nflabs.zeppelin.zengine.Q)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/ZException.java,com.nflabs.zeppelin.zengine.ZException)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/conf/ZeppelinConfiguration.java,com.nflabs.zeppelin.conf.ZeppelinConfiguration.ConfVars)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Q.java,com.nflabs.zeppelin.zengine.Q)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)]]
d5b7216c9fd06d73c119cbc23710e3e538d92bc1	1382672209000	1472	0.7529411765	-0.001341337811	0.006679846429	-0.01704328222	Yes, Refactoring Type: [EXTRACT_VARIABLE, CHANGE_RETURN_TYPE, ADD_PARAMETER], Involved Classes After: [[(zeppelin-cli/src/main/java/com/nflabs/zeppelin/cli/ZeppelinCli.java,com.nflabs.zeppelin.cli.ZeppelinCli)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)]]
df7a3858ad404abf727eb43a0a2d8290aa98550a	1382673124000	1442	0.7471502591		-0.01193398223	0.006143064823	No
47c3ae4a10d03800e4316ce72782d34be4b948db	1382673158000	1442	0.7502601457			0.003109886614	No
11ab174f3952c7191fe98721b1343370302ea12e	1382675194000	1442	0.7494802495			-0.0007798962013	No
e27f86e08289e3717990ebd80379f201052c0a97	1382684484000	1442	0.7471502591	-0.004645538736		0.002315548324	No
35103ae312cf71aa78e3d483f5a9c72b5850e53e	1382869871000	1442	0.7471502591				No
2865ce9404bfa599526acf7fbedf3593da614ab1	1382884518000	1442	0.7413881748	-0.004234236399		-0.001527847862	No
eb1b636a64558cb10c910d41291f27657fd7710c	1382921218000	1419	0.7716150082	-0.007313351754	0.0007631375963	0.03677704751	Yes, Refactoring Type: [INLINE_OPERATION, EXTRACT_CLASS, PULL_UP_ATTRIBUTE, MOVE_OPERATION, MOVE_ATTRIBUTE, MOVE_ATTRIBUTE, CHANGE_RETURN_TYPE, PULL_UP_OPERATION, CHANGE_RETURN_TYPE, PULL_UP_OPERATION], Involved Classes After: [[(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Q.java,com.nflabs.zeppelin.zengine.Q)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/RedirectStatement.java,com.nflabs.zeppelin.zengine.RedirectStatement)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/RedirectStatement.java,com.nflabs.zeppelin.zengine.RedirectStatement)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/RedirectStatement.java,com.nflabs.zeppelin.zengine.RedirectStatement)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/RedirectStatement.java,com.nflabs.zeppelin.zengine.RedirectStatement)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)]]
1da118ec6e664ad589a9df87cdd8e0562335c83c	1382927618000	1494	0.56676783	-0.197121081		-0.00772609708	No
0a64acc534353179068e19a2e1b934b4f4ef122f	1382946771000	1494	0.5560104205	-0.0107574095			No
4543ef6a31a1abe5b1abacb76f6978bb69da9f01	1382949126000	1494	0.5560104205		0.170643276		No
1b7a6a8418757c1ca61911a679406d911ee14c8c	1382950877000	1494	0.7248908297			0.1688804092	No
c288a74dd6f8e72114a6efea81574dc0876482a0	1382958026000	1494	0.7231364956			-0.001754334051	No
a32c3e35110389e835a6e97103295111392a731c	1382960236000	1494	0.7231364956			0	No
cffaf8a14dc0d1b886156fecb10c8d0616b429d7	1383016598000	1494	0.7196531792			-0.003483316453	No
1f6683d89ebac44a936ca0ada5ad8fed1f4e3050	1383176841000	1519	0.7171860246	-0.006593121993		0.004125967354	No
a3e8a98a17d409f75ca6badfc45f7e4e8af1e427	1383189255000	1548	0.7301886792			0.01300265469	No
8605890e7993598cbf786bacd814f8c30b14a91c	1383365141000	1652	0.7287163652	0.000138464875		-0.00161077888	Yes, Refactoring Type: [EXTRACT_OPERATION, EXTRACT_OPERATION, MOVE_ATTRIBUTE], Involved Classes After: [[(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/QTest.java,com.nflabs.zeppelin.zengine.QTest)]]
7a72cacb8b9363a77437a1ec23999c7aed72c7de	1383370824000	1657	0.7220043573	-0.008576870907	0.0006434581592	0.001221404806	No
8582b48048c2411dbe5b15a0f32e134d9698b57c	1383372477000	1662	0.7126929674	-0.009922095088		0.0006107051992	No
b6abc922e33134f834b6043f3d73e62034b01330	1383375073000	1667	0.7108742004	-0.00122036467		-0.0005984023133	No
6b584c60e3aec75f34b90b7fe673fca72abfb5b0	1383384397000	1678	0.7098138748	-0.004817444814	0.001208061784	0.002549057392	Yes, Refactoring Type: [RENAME_PARAMETER], Involved Classes After: [[(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/ZContext.java,com.nflabs.zeppelin.zengine.ZContext)]]
889037799aa3db7dfea7e7755c2232b2317ceaa8	1383404493000	1686	0.703379224	-0.01064720812		0.004212557363	No
1eae7f6bed89c9d5c37e0f73b35a5ad0ba2dd4e5	1383480278000	1821	0.7025462963	-7.825315625E-05	0.0005873730472	-0.001342047625	Yes, Refactoring Type: [REMOVE_PARAMETER, ADD_METHOD_ANNOTATION, REMOVE_METHOD_ANNOTATION, MODIFY_METHOD_ANNOTATION, RENAME_METHOD, RENAME_METHOD, PULL_UP_ATTRIBUTE, CHANGE_RETURN_TYPE, PULL_UP_OPERATION], Involved Classes After: [[(zeppelin-server/src/main/java/com/nflabs/zeppelin/rest/ZQL.java,com.nflabs.zeppelin.rest.ZQL)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/rest/ZQL.java,com.nflabs.zeppelin.rest.ZQL)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/rest/ZQL.java,com.nflabs.zeppelin.rest.ZQL)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/rest/ZQL.java,com.nflabs.zeppelin.rest.ZQL)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/rest/ZQL.java,com.nflabs.zeppelin.rest.ZQL)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/rest/ZQL.java,com.nflabs.zeppelin.rest.ZQL)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)]]
a5fcd1bc7a7a388632a2398b8449afef1674e299	1383564289000	1821	0.7030888031			0.0005425067925	No
c1a672a43b9db420bcd29f39ebd13b9703ae5f0f	1383567390000	1821	0.7030888031			0	No
a13fc9e368e4f85d8d79d4d7ed7a931a4300e187	1383567414000	1819	0.7017746914			-0.001314111731	No
337c1d920ac23f2e5c9d832c14d764ee98859856	1383634499000	1828	0.6998468606	-0.00112310071		-0.0008047300046	Yes, Refactoring Type: [EXTRACT_OPERATION, EXTRACT_OPERATION], Involved Classes After: [[(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)]]
bbe9aee389bcaaa961b3db6172280c15e8513aae	1383639649000	1828	0.7001148985		0.0002680378631	0	No
b42bbc022d270f86d21ce198a17b4166828c1d95	1383642667000	1772	0.6873545384		0.00134327494	-0.01410363504	Yes, Refactoring Type: [REMOVE_PARAMETER, REMOVE_PARAMETER, REMOVE_PARAMETER, RENAME_METHOD], Involved Classes After: [[(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/ZQLSessionManager.java,com.nflabs.zeppelin.server.ZQLSessionManager)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/ZQLSessionManager.java,com.nflabs.zeppelin.server.ZQLSessionManager)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/ZQLSessionManager.java,com.nflabs.zeppelin.server.ZQLSessionManager)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/ZQLSessionManager.java,com.nflabs.zeppelin.server.ZQLSessionManager)]]
4599c3c2cd13cc6a753b52e73ab93a3efb03f72c	1383697400000	1762	0.6834755625			-0.00387897595	No
d72aa37755a98e7a2f0653699da7907bc5566846	1383737847000	1916	0.697996357	0.001605234241		0.01291556032	No
579f29601c41c203f6ddafec2006f0895256a91b	1383778973000	1916	0.6964740095			-0.001522347562	No
abc3478f7eebddd5898a4e1986a7e380c3d5d9c2	1383784613000	1988	0.702970297	0.002006018827		0.004490268751	Yes, Refactoring Type: [MODIFY_METHOD_ANNOTATION], Involved Classes After: [[(zeppelin-server/src/main/java/com/nflabs/zeppelin/rest/ZQL.java,com.nflabs.zeppelin.rest.ZQL)]]
e95f9c10a6f1be4ed81aa0d43e4ff54b0f6e4f88	1383819065000	2146	0.7596460177			0.05667572067	Yes, Refactoring Type: [EXTRACT_VARIABLE], Involved Classes After: [[(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)]]
51391e5cc389e127aa0d7a78a03491296ede394f	1383823611000	2026	0.717676231			-0.04196978674	Yes, Refactoring Type: [ADD_METHOD_ANNOTATION, ADD_ATTRIBUTE_ANNOTATION, ADD_ATTRIBUTE_ANNOTATION, ADD_ATTRIBUTE_ANNOTATION, ADD_METHOD_ANNOTATION, ADD_METHOD_ANNOTATION, RENAME_METHOD], Involved Classes After: [[(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/conf/ZeppelinConfiguration.java,com.nflabs.zeppelin.conf.ZeppelinConfiguration.ConfVars)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/conf/ZeppelinConfiguration.java,com.nflabs.zeppelin.conf.ZeppelinConfiguration.ConfVars)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/result/AbstractResult.java,com.nflabs.zeppelin.result.AbstractResult)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/RedirectStatement.java,com.nflabs.zeppelin.zengine.RedirectStatement)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/util/TestUtil.java,com.nflabs.zeppelin.util.TestUtil)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/ZTest.java,com.nflabs.zeppelin.zengine.ZTest)]]
76f24941df8ed849f9934ec2fb82fbd5aad431d1	1383823863000	2026	0.717676231				No
2f97ea8bddc765734702799ff6660c8b84a35133	1383826273000	2026	0.7166607711			-0.001015459824	Yes, Refactoring Type: [CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, CHANGE_RETURN_TYPE, ADD_METHOD_ANNOTATION, ADD_METHOD_ANNOTATION], Involved Classes After: [[(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/JsonResponse.java,com.nflabs.zeppelin.server.JsonResponse)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/JsonResponse.java,com.nflabs.zeppelin.server.JsonResponse)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/JsonResponse.java,com.nflabs.zeppelin.server.JsonResponse)], [(zeppelin-server/src/test/java/com/nflabs/zeppelin/server/ZQLSessionManagerTest.java,com.nflabs.zeppelin.server.ZQLSessionManagerTest)], [(zeppelin-server/src/test/java/com/nflabs/zeppelin/server/ZQLSessionManagerTest.java,com.nflabs.zeppelin.server.ZQLSessionManagerTest)]]
55fd2ece98920afca9a5851684b8ef7bda16d414	1383826535000	2026	0.7169143666			0.0002535954604	Yes, Refactoring Type: [ADD_METHOD_ANNOTATION], Involved Classes After: [[(zeppelin-cli/src/main/java/com/nflabs/zeppelin/cli/ZeppelinCli.java,com.nflabs.zeppelin.cli.ZeppelinCli)]]
713a83f2d4e11f1f97f5d37f52f78c5f2c9aab26	1383871791000	2011	0.7123627347	-0.002275918624		-0.002275713292	Yes, Refactoring Type: [EXTRACT_OPERATION, RENAME_VARIABLE, ADD_CLASS_ANNOTATION, ADD_CLASS_ANNOTATION, ADD_CLASS_ANNOTATION], Involved Classes After: [[(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/ZeppelinServer.java,com.nflabs.zeppelin.server.ZeppelinServer)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/ZeppelinServer.java,com.nflabs.zeppelin.server.ZeppelinServer)], [(zeppelin-web/src/main/java/com/nflabs/zeppelin/web/Base.java,com.nflabs.zeppelin.web.Base)], [(zeppelin-web/src/main/java/com/nflabs/zeppelin/web/WicketApplication.java,com.nflabs.zeppelin.web.WicketApplication)], [(zeppelin-web/src/main/java/com/nflabs/zeppelin/web/Zeppelin.java,com.nflabs.zeppelin.web.Zeppelin)]]
8c9a07c74ac111a87acbee278c8bc58c97954f61	1383922167000	2061	0.6981707317	-0.01906551058	0.002786625207	0.002086882398	Yes, Refactoring Type: [MOVE_CLASS, CHANGE_VARIABLE_TYPE, EXTRACT_OPERATION, EXTRACT_OPERATION, EXTRACT_OPERATION, EXTRACT_OPERATION, EXTRACT_OPERATION, CHANGE_RETURN_TYPE, REMOVE_METHOD_ANNOTATION, CHANGE_RETURN_TYPE, CHANGE_ATTRIBUTE_TYPE, RENAME_PARAMETER, CHANGE_PARAMETER_TYPE, CHANGE_RETURN_TYPE, CHANGE_PARAMETER_TYPE, CHANGE_PARAMETER_TYPE, RENAME_PARAMETER, CHANGE_PARAMETER_TYPE, RENAME_PARAMETER, CHANGE_PARAMETER_TYPE, CHANGE_VARIABLE_TYPE, RENAME_VARIABLE, CHANGE_VARIABLE_TYPE, MOVE_ATTRIBUTE, MOVE_OPERATION], Involved Classes After: [[(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/driver/hive/HiveConnection.java,com.nflabs.zeppelin.driver.hive.HiveConnection)], [(zeppelin-server/src/main/java/com/nflabs/zeppelin/server/ZQLSession.java,com.nflabs.zeppelin.server.ZQLSession)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/conf/ZeppelinConfiguration.java,com.nflabs.zeppelin.conf.ZeppelinConfiguration)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/conf/ZeppelinConfiguration.java,com.nflabs.zeppelin.conf.ZeppelinConfiguration)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/conf/ZeppelinConfiguration.java,com.nflabs.zeppelin.conf.ZeppelinConfiguration)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/conf/ZeppelinConfiguration.java,com.nflabs.zeppelin.conf.ZeppelinConfiguration)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/conf/ZeppelinConfiguration.java,com.nflabs.zeppelin.conf.ZeppelinConfiguration)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/driver/hive/HiveZeppelinDriver.java,com.nflabs.zeppelin.driver.hive.HiveZeppelinDriver)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/driver/hive/HiveZeppelinDriver.java,com.nflabs.zeppelin.driver.hive.HiveZeppelinDriver)]]
1d58f9837703418d51d08f357b3220d0b34422dd	1383922546000	2061	0.7007820469			0.002611315215	No
4a1eb71961c2d6cd21b63e403eb4e1efa85bdcb8	1383966558000	2061	0.7007820469			0	No
46723464c2683d8feed545e8157f13289da4112c	1383972172000	2148	0.7222595831	-0.003822587463		0.02530012359	No
919ef058bca514c451ee433fe223735002214537	1384079816000	2148	0.7162387462	-0.002902583723	0.006864653199	-0.009982906281	Yes, Refactoring Type: [EXTRACT_VARIABLE, EXTRACT_VARIABLE], Involved Classes After: [[(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/ZQLTest.java,com.nflabs.zeppelin.zengine.ZQLTest)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/ZTest.java,com.nflabs.zeppelin.zengine.ZTest)]]
8fdb1f7f5ad3947d00d300af7c5b1b59907ad902	1384087207000	2170	0.7214095745	0.004505934602		0.000664893617	No
2645aae18e8a1ab1349a9e39cf02dde3b3965175	1384322012000	2160	0.7180851064		0.002693677292		No
79eb14754b18af1e53537acb37b0151ec034e447	1384351630000	2160	0.7241032518			0.006018145377	No
ff6d3cc34a09861c2fa811e2fd0f481eae28dbd4	1384401279000	2160	0.7241032518			0	No
624bbe4b2d37f07e884d8c55f5a0ae68260e2fc8	1385334626000	2160	0.7241032518				No
2257a4d7df513f58b81550bac681da318067b667	1385336415000	2160	0.7241032518				No
8e0371c14be571c952037f8243d93411a01676a5	1385336540000	2160	0.7224080268	-0.003141970051	0.002435597887	-0.0009888528399	Yes, Refactoring Type: [RENAME_METHOD, EXTRACT_OPERATION, EXTRACT_OPERATION], Involved Classes After: [[(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/QTest.java,com.nflabs.zeppelin.zengine.QTest)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/QTest.java,com.nflabs.zeppelin.zengine.QTest)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/QTest.java,com.nflabs.zeppelin.zengine.QTest)]]
150ed37f85a79cb73920454b20e8952fb9510285	1385336541000	2160	0.7248322148			0.002424188009	Yes, Refactoring Type: [RENAME_CLASS, RENAME_CLASS, CHANGE_VARIABLE_TYPE], Involved Classes After: [[(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/ShellExecStatement.java,com.nflabs.zeppelin.zengine.ShellExecStatement)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/ShellExecStatementTest.java,com.nflabs.zeppelin.zengine.ShellExecStatementTest)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/ShellExecStatementTest.java,com.nflabs.zeppelin.zengine.ShellExecStatementTest)]]
b89ba779ad94ec256bd8ca52bf1183c18f940ff8	1385875878000	2160	0.7248322148				Yes, Refactoring Type: [RENAME_CLASS, RENAME_CLASS, RENAME_METHOD, RENAME_METHOD, EXTRACT_OPERATION, EXTRACT_OPERATION, CHANGE_VARIABLE_TYPE], Involved Classes After: [[(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/ShellExecStatement.java,com.nflabs.zeppelin.zengine.ShellExecStatement)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/ShellExecStatementTest.java,com.nflabs.zeppelin.zengine.ShellExecStatementTest)], [(zeppelin-zengine/src/main/java/com/nflabs/zeppelin/zengine/Z.java,com.nflabs.zeppelin.zengine.Z)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/QTest.java,com.nflabs.zeppelin.zengine.QTest)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/QTest.java,com.nflabs.zeppelin.zengine.QTest)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/QTest.java,com.nflabs.zeppelin.zengine.QTest)], [(zeppelin-zengine/src/test/java/com/nflabs/zeppelin/zengine/ShellExecStatementTest.java,com.nflabs.zeppelin.zengine.ShellExecStatementTest)]]
bd1dd29dd4e0c0efa4d6bc65fef828e05a78bd20	1386081230000	2160	0.7241032518			-0.0007289630051	Yes, Refactoring Type: [CHANGE_RETURN_TYPE], Involved Classes After: [[(zeppelin-server/src/main/java/com/nflabs/zeppelin/rest/ZQL.java,com.nflabs.zeppelin.rest.ZQL)]]
